params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0.0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 63064, 33770, 17562, 10886, 10612, 38488, 10015, 25204]
params(0.0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 64600, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 26996, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65048, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 43380, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 26996, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17594, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10884, 10612, 38488, 10015, 27254]
params(0.0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0.0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 64088, 33770, 17562, 10886, 10612, 40536, 10015, 27254]
params(0.0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 63064, 33256, 17562, 10886, 10612, 38492, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 2694, 10612, 38488, 10014, 27254]
params(0): [32864, 62047, 65116, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0.0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65104, 33770, 17562, 10886, 10612, 38488, 12063, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0.0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38490, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [33888, 62047, 65112, 54250, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0.0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62079, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 50330, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 26742]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38480, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 9119, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10882, 10612, 38488, 10015, 27254]
params(0.0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0.0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38488, 10015, 27254]
params(0): [32864, 62047, 65112, 33770, 17562, 10886, 10612, 38424, 10015, 27254]
